CaseId,StructureType,EnergyProfile,VariantKind,ParentCaseId,GenerationMode,VariantSeed,NominalHitCount,ActualHitCount,StepCount,Density,MeanEnergy,PeakEnergy,AnchorCount,HasOpeningAnchor,HasClosingAnchor,EndDensity,EndEnergy,EndAccent,DensityShape,EnergyShape,SelectedResponseType,TargetDensity,ComplementarityBias,PreserveAnchors,MirrorEnding,SnapshotSelectedResponseType,PlannerDescriptorSummary,PlannerSourceDensity,PlannerSourceEnergy,Score_Mirror,Score_Complement,Score_Simplify,Score_Intensify,Score_Contrast,Score_Fill
Variant_H24_Clustered_Flat,Clustered,Flat,Variant,Base_H24_Clustered_Flat,BasePlusVariants,201001489,24,24,96,0.25,83.54166,88,1,False,False,0.333333,83,88,MidDip,FrontLoaded,Intensify,0.395,0.55,False,False,Intensify,"Sparse, MediumEnergy, FrontLoaded, PredictableProfile",0.25,0.657808,1.625,1.625,-2.125,4.625,2.25,3.125
Base_H24_Clustered_Increasing,Clustered,Increasing,Base,,BasePlusVariants,,24,24,96,0.25,89,104,0,False,False,0.333333,102.625,104,MidDip,Increasing,Fill,0.45,0.7,False,False,Fill,"Sparse, HighEnergy, BackLoaded, PredictableProfile",0.25,0.700787,-0.375,0.125,-0.125,3.625,3.25,3.875
Variant_H24_Clustered_Increasing,Clustered,Increasing,Variant,Base_H24_Clustered_Increasing,BasePlusVariants,1227536377,24,24,96,0.25,89.79166,106,0,False,False,0.333333,103.75,106,MidDip,Increasing,Fill,0.45,0.7,False,False,Fill,"Sparse, HighEnergy, BackLoaded, PredictableProfile",0.25,0.707021,-0.375,0.125,-0.125,3.625,3.25,3.875
Base_H24_Clustered_AccentedEnding,Clustered,AccentedEnding,Base,,BasePlusVariants,,24,24,96,0.25,92.66666,110,1,False,False,0.333333,110,110,MidDip,Increasing,Fill,0.45,0.7,False,False,Fill,"Sparse, HighEnergy, BackLoaded, PredictableProfile",0.25,0.729659,-0.375,0.125,-0.125,3.625,3.25,3.875
Variant_H24_Clustered_AccentedEnding,Clustered,AccentedEnding,Variant,Base_H24_Clustered_AccentedEnding,BasePlusVariants,333430634,24,24,96,0.25,93.875,114,1,False,False,0.333333,111.375,114,MidDip,BackLoaded,Fill,0.45,0.7,False,False,Fill,"Sparse, HighEnergy, BackLoaded, PredictableProfile",0.25,0.739173,-0.375,0.125,-0.125,3.625,3.25,3.875
Base_H24_AnchorLed_Flat,AnchorLed,Flat,Base,,BasePlusVariants,,24,24,96,0.25,86,100,2,True,False,0.25,86.66666,100,MidDip,BackLoaded,Fill,0.45,0.65,False,False,Fill,"Sparse, MediumEnergy, MeaningfulAnchors, BackLoaded, PredictableProfile",0.25,0.677165,2.625,3.125,-2.125,4.125,0.75,3.875
Variant_H24_AnchorLed_Flat,AnchorLed,Flat,Variant,Base_H24_AnchorLed_Flat,BasePlusVariants,1155302,24,24,96,0.25,86.75,104,2,True,False,0.25,87.33334,103,MidDip,MidDip,Intensify,0.395,0.5,False,False,Intensify,"Sparse, MediumEnergy, MeaningfulAnchors, BalancedProfile",0.25,0.683071,3.75,3.875,-2.5,4.125,-0.25,3.125
Base_H24_AnchorLed_Increasing,AnchorLed,Increasing,Base,,BasePlusVariants,,24,24,96,0.25,90.375,124,2,True,False,0.25,109.6667,124,MidDip,Increasing,Fill,0.45,0.65,False,False,Fill,"Sparse, HighEnergy, MeaningfulAnchors, BackLoaded, PredictableProfile",0.25,0.711614,0.625,1.625,-0.125,3.125,1.75,3.875
Variant_H24_AnchorLed_Increasing,AnchorLed,Increasing,Variant,Base_H24_AnchorLed_Increasing,BasePlusVariants,1720584554,24,24,96,0.25,90.25,123,2,True,False,0.25,108.6667,123,MidDip,Increasing,Fill,0.45,0.65,False,False,Fill,"Sparse, HighEnergy, MeaningfulAnchors, BackLoaded, PredictableProfile",0.25,0.71063,0.625,1.625,-0.125,3.125,1.75,3.875
Base_H24_AnchorLed_AccentedEnding,AnchorLed,AccentedEnding,Base,,BasePlusVariants,,24,24,96,0.25,92.5,126,2,True,False,0.25,112.6667,126,MidDip,BackLoaded,Fill,0.45,0.65,False,False,Fill,"Sparse, HighEnergy, MeaningfulAnchors, BackLoaded, PredictableProfile",0.25,0.728347,0.625,1.625,-0.125,3.125,1.75,3.875
Variant_H24_AnchorLed_AccentedEnding,AnchorLed,AccentedEnding,Variant,Base_H24_AnchorLed_AccentedEnding,BasePlusVariants,1021459145,24,24,96,0.25,91.95834,124,2,True,False,0.25,111.8333,124,MidDip,BackLoaded,Fill,0.45,0.65,False,False,Fill,"Sparse, HighEnergy, MeaningfulAnchors, BackLoaded, PredictableProfile",0.25,0.724081,0.625,1.625,-0.125,3.125,1.75,3.875
Base_H28_Even_Flat,Even,Flat,Base,,BasePlusVariants,,28,28,96,0.291667,84,84,2,True,False,0.291667,84,84,Flat,Flat,Intensify,0.436667,0.5,False,False,Intensify,"Sparse, MediumEnergy, MeaningfulAnchors, BalancedProfile",0.291667,0.661417,3.75,3.875,-2.5,4.125,-0.25,3.125
Variant_H28_Even_Flat,Even,Flat,Variant,Base_H28_Even_Flat,BasePlusVariants,1012738696,28,28,96,0.291667,84.46429,88,2,True,False,0.291667,86.14286,88,Flat,BackLoaded,Fill,0.491667,0.65,False,False,Fill,"Sparse, MediumEnergy, MeaningfulAnchors, BackLoaded, PredictableProfile",0.291667,0.665073,2.625,3.125,-2.125,4.125,0.75,3.875
Base_H28_Even_Increasing,Even,Increasing,Base,,BasePlusVariants,,28,28,96,0.291667,89,108,4,True,True,0.291667,103.7143,108,Flat,Increasing,Intensify,0.424167,0.5,False,False,Intensify,"Sparse, HighEnergy, MeaningfulAnchors, StrongEnding, BackLoaded, PredictableProfile",0.291667,0.700787,1.875,1,-0.125,2.5,1.75,2
Variant_H28_Even_Increasing,Even,Increasing,Variant,Base_H28_Even_Increasing,BasePlusVariants,383755720,28,28,96,0.291667,88.82143,110,4,True,True,0.291667,102.8571,110,Flat,Increasing,Mirror,0.304167,0.225,True,True,Mirror,"Sparse, MediumEnergy, MeaningfulAnchors, StrongEnding, BackLoaded, PredictableProfile",0.291667,0.699381,3.875,2.5,-2.125,3.5,0.75,2
Base_H28_Even_AccentedEnding,Even,AccentedEnding,Base,,BasePlusVariants,,28,28,96,0.291667,90.5,110,3,True,True,0.291667,110,110,Flat,Increasing,Intensify,0.424167,0.5,False,False,Intensify,"Sparse, HighEnergy, MeaningfulAnchors, StrongEnding, BackLoaded, PredictableProfile",0.291667,0.712598,1.875,1,-0.125,2.5,1.75,2
Variant_H28_Even_AccentedEnding,Even,AccentedEnding,Variant,Base_H28_Even_AccentedEnding,BasePlusVariants,1401907927,28,28,96,0.291667,90.53571,112,4,True,True,0.291667,110,112,BackLoaded,BackLoaded,Intensify,0.424167,0.5,False,False,Intensify,"Sparse, HighEnergy, MeaningfulAnchors, StrongEnding, BackLoaded, PredictableProfile",0.291667,0.71288,1.875,1,-0.125,2.5,1.75,2
Base_H28_FrontLoaded_Flat,FrontLoaded,Flat,Base,,BasePlusVariants,,28,28,96,0.291667,84,84,2,True,False,0.208333,84,84,FrontLoaded,Flat,Intensify,0.436667,0.5,False,False,Intensify,"Sparse, MediumEnergy, MeaningfulAnchors, FrontLoaded, PredictableProfile",0.291667,0.661417,2.625,3.125,-2.125,4.125,0.75,3.125
Variant_H28_FrontLoaded_Flat,FrontLoaded,Flat,Variant,Base_H28_FrontLoaded_Flat,BasePlusVariants,821224614,28,28,96,0.291667,84.03571,88,2,True,False,0.208333,83,86,FrontLoaded,FrontLoaded,Intensify,0.436667,0.5,False,False,Intensify,"Sparse, MediumEnergy, MeaningfulAnchors, FrontLoaded, PredictableProfile",0.291667,0.661699,2.625,3.125,-2.125,4.125,0.75,3.125
Base_H28_FrontLoaded_Increasing,FrontLoaded,Increasing,Base,,BasePlusVariants,,28,28,96,0.291667,85.60714,108,5,True,True,0.208333,103.4,108,FrontLoaded,Increasing,Mirror,0.304167,0.225,True,True,Mirror,"Sparse, MediumEnergy, MeaningfulAnchors, StrongEnding, BackLoaded, PredictableProfile",0.291667,0.674072,3.875,2.5,-2.125,3.5,0.75,2
Variant_H28_FrontLoaded_Increasing,FrontLoaded,Increasing,Variant,Base_H28_FrontLoaded_Increasing,BasePlusVariants,1143155498,28,28,96,0.291667,86.35714,110,6,True,True,0.208333,104,110,FrontLoaded,Increasing,Mirror,0.304167,0.225,True,True,Mirror,"Sparse, MediumEnergy, MeaningfulAnchors, StrongEnding, BackLoaded, PredictableProfile",0.291667,0.679978,3.875,2.5,-2.125,3.5,0.75,2
Base_H28_FrontLoaded_AccentedEnding,FrontLoaded,AccentedEnding,Base,,BasePlusVariants,,28,28,96,0.291667,88.64286,110,4,True,True,0.208333,110,110,FrontLoaded,Increasing,Mirror,0.304167,0.225,True,True,Mirror,"Sparse, MediumEnergy, MeaningfulAnchors, StrongEnding, BackLoaded, PredictableProfile",0.291667,0.697975,3.875,2.5,-2.125,3.5,0.75,2
Variant_H28_FrontLoaded_AccentedEnding,FrontLoaded,AccentedEnding,Variant,Base_H28_FrontLoaded_AccentedEnding,BasePlusVariants,1711331465,28,28,96,0.291667,88.85714,114,3,False,True,0.208333,112,114,FrontLoaded,BackLoaded,Intensify,0.424167,0.55,False,False,Intensify,"Sparse, MediumEnergy, StrongEnding, BackLoaded, PredictableProfile",0.291667,0.699663,2.875,1,-2.125,4,2.25,2
Base_H28_BackLoaded_Flat,BackLoaded,Flat,Base,,BasePlusVariants,,28,28,96,0.291667,84,84,2,True,False,0.416667,84,84,Increasing,Flat,Fill,0.491667,0.65,False,False,Fill,"Sparse, MediumEnergy, MeaningfulAnchors, BackLoaded, PredictableProfile",0.291667,0.661417,2.625,3.125,-2.125,4.125,0.75,3.875
Variant_H28_BackLoaded_Flat,BackLoaded,Flat,Variant,Base_H28_BackLoaded_Flat,BasePlusVariants,1583364138,28,28,96,0.291667,83.71429,88,2,True,False,0.375,84,88,BackLoaded,MidDip,Fill,0.491667,0.65,False,False,Fill,"Sparse, MediumEnergy, MeaningfulAnchors, BackLoaded, PredictableProfile",0.291667,0.659168,2.625,3.125,-2.125,4.125,0.75,3.875
Base_H28_BackLoaded_Increasing,BackLoaded,Increasing,Base,,BasePlusVariants,,28,28,96,0.291667,92.46429,108,4,True,True,0.416667,103.5,108,Increasing,Increasing,Intensify,0.424167,0.5,False,False,Intensify,"Sparse, HighEnergy, MeaningfulAnchors, StrongEnding, BackLoaded, PredictableProfile",0.291667,0.728065,1.875,1,-0.125,2.5,1.75,2
Variant_H28_BackLoaded_Increasing,BackLoaded,Increasing,Variant,Base_H28_BackLoaded_Increasing,BasePlusVariants,1127009686,28,28,96,0.291667,92.35714,110,3,False,True,0.416667,103,110,Increasing,Increasing,Contrast,0.304167,0.7,False,False,Contrast,"Sparse, HighEnergy, StrongEnding, BackLoaded, PredictableProfile",0.291667,0.727222,0.875,-0.5,-0.125,3,3.25,2
Base_H28_BackLoaded_AccentedEnding,BackLoaded,AccentedEnding,Base,,BasePlusVariants,,28,28,96,0.291667,93.28571,110,5,True,True,0.416667,110,110,Increasing,Increasing,Intensify,0.424167,0.5,False,False,Intensify,"Sparse, HighEnergy, MeaningfulAnchors, StrongEnding, BackLoaded, PredictableProfile",0.291667,0.734533,1.875,1,-0.125,2.5,1.75,2
Variant_H28_BackLoaded_AccentedEnding,BackLoaded,AccentedEnding,Variant,Base_H28_BackLoaded_AccentedEnding,BasePlusVariants,1153177493,28,28,96,0.291667,92.89286,112,5,True,True,0.416667,108.7,112,Increasing,BackLoaded,Intensify,0.424167,0.5,False,False,Intensify,"Sparse, HighEnergy, MeaningfulAnchors, StrongEnding, BackLoaded, PredictableProfile",0.291667,0.73144,1.875,1,-0.125,2.5,1.75,2
Base_H28_Clustered_Flat,Clustered,Flat,Base,,BasePlusVariants,,28,28,96,0.291667,84,84,0,False,False,0.291667,84,84,Flat,Flat,Intensify,0.436667,0.55,False,False,Intensify,"Sparse, MediumEnergy, BalancedProfile",0.291667,0.661417,2.75,2.375,-2.5,4.625,-0.25,3.125
Variant_H28_Clustered_Flat,Clustered,Flat,Variant,Base_H28_Clustered_Flat,BasePlusVariants,1122790853,28,28,96,0.291667,83.28571,88,0,False,False,0.291667,83.85714,87,Flat,BackLoaded,Intensify,0.436667,0.55,False,False,Intensify,"Sparse, MediumEnergy, BackLoaded, PredictableProfile",0.291667,0.655793,1.625,1.625,-2.125,4.625,2.25,3.875
Base_H28_Clustered_Increasing,Clustered,Increasing,Base,,BasePlusVariants,,28,28,96,0.291667,89.21429,106,0,False,False,0.291667,104.4286,106,Flat,Increasing,Fill,0.491667,0.7,False,False,Fill,"Sparse, HighEnergy, BackLoaded, PredictableProfile",0.291667,0.702475,-0.375,0.125,-0.125,3.625,3.25,3.875
Variant_H28_Clustered_Increasing,Clustered,Increasing,Variant,Base_H28_Clustered_Increasing,BasePlusVariants,1446360245,28,28,96,0.291667,89.60714,108,0,False,False,0.291667,104.2857,108,Flat,Increasing,Fill,0.491667,0.7,False,False,Fill,"Sparse, HighEnergy, BackLoaded, PredictableProfile",0.291667,0.705568,-0.375,0.125,-0.125,3.625,3.25,3.875
Base_H28_Clustered_AccentedEnding,Clustered,AccentedEnding,Base,,BasePlusVariants,,28,28,96,0.291667,90.5,110,1,False,False,0.291667,110,110,Flat,Increasing,Fill,0.491667,0.7,False,False,Fill,"Sparse, HighEnergy, BackLoaded, PredictableProfile",0.291667,0.712598,-0.375,0.125,-0.125,3.625,3.25,3.875
Variant_H28_Clustered_AccentedEnding,Clustered,AccentedEnding,Variant,Base_H28_Clustered_AccentedEnding,BasePlusVariants,113878486,28,28,96,0.291667,90.42857,114,1,False,False,0.291667,110,114,Flat,BackLoaded,Fill,0.491667,0.7,False,False,Fill,"Sparse, HighEnergy, BackLoaded, PredictableProfile",0.291667,0.712036,-0.375,0.125,-0.125,3.625,3.25,3.875
Base_H28_AnchorLed_Flat,AnchorLed,Flat,Base,,BasePlusVariants,,28,28,96,0.291667,85.71429,100,2,True,False,0.291667,86.28571,100,MidDip,BackLoaded,Fill,0.491667,0.65,False,False,Fill,"Sparse, MediumEnergy, MeaningfulAnchors, BackLoaded, PredictableProfile",0.291667,0.674916,2.625,3.125,-2.125,4.125,0.75,3.875
Variant_H28_AnchorLed_Flat,AnchorLed,Flat,Variant,Base_H28_AnchorLed_Flat,BasePlusVariants,401931474,28,28,96,0.291667,85.89286,104,2,True,False,0.291667,85.42857,99,MidDip,MidPeak,Intensify,0.436667,0.5,False,False,Intensify,"Sparse, MediumEnergy, MeaningfulAnchors, BalancedProfile",0.291667,0.676322,3.75,3.875,-2.5,4.125,-0.25,3.125
Base_H28_AnchorLed_Increasing,AnchorLed,Increasing,Base,,BasePlusVariants,,28,28,96,0.291667,90.25,124,2,True,False,0.291667,109.1429,124,MidDip,Increasing,Fill,0.491667,0.65,False,False,Fill,"Sparse, HighEnergy, MeaningfulAnchors, BackLoaded, PredictableProfile",0.291667,0.71063,0.625,1.625,-0.125,3.125,1.75,3.875
Variant_H28_AnchorLed_Increasing,AnchorLed,Increasing,Variant,Base_H28_AnchorLed_Increasing,BasePlusVariants,505532814,28,28,96,0.291667,90.75,126,3,True,True,0.291667,109.5714,126,MidDip,Increasing,Intensify,0.424167,0.5,False,False,Intensify,"Sparse, HighEnergy, MeaningfulAnchors, StrongEnding, BackLoaded, PredictableProfile",0.291667,0.714567,1.875,1,-0.125,2.5,1.75,2
Base_H28_AnchorLed_AccentedEnding,AnchorLed,AccentedEnding,Base,,BasePlusVariants,,28,28,96,0.291667,92.21429,126,2,True,False,0.291667,112.2857,126,MidDip,BackLoaded,Fill,0.491667,0.65,False,False,Fill,"Sparse, HighEnergy, MeaningfulAnchors, BackLoaded, PredictableProfile",0.291667,0.726097,0.625,1.625,-0.125,3.125,1.75,3.875
Variant_H28_AnchorLed_AccentedEnding,AnchorLed,AccentedEnding,Variant,Base_H28_AnchorLed_AccentedEnding,BasePlusVariants,1632010093,28,28,96,0.291667,92.60714,124,2,True,False,0.291667,113.2857,124,MidDip,BackLoaded,Fill,0.491667,0.65,False,False,Fill,"Sparse, HighEnergy, MeaningfulAnchors, BackLoaded, PredictableProfile",0.291667,0.72919,0.625,1.625,-0.125,3.125,1.75,3.875
Base_H32_Even_Flat,Even,Flat,Base,,BasePlusVariants,,32,32,96,0.333333,84,84,1,True,False,0.333333,84,84,Flat,Flat,Intensify,0.478333,0.5,False,False,Intensify,"Sparse, MediumEnergy, MeaningfulAnchors, BalancedProfile",0.333333,0.661417,3.75,3.875,-2.5,4.125,-0.25,3.125
Variant_H32_Even_Flat,Even,Flat,Variant,Base_H32_Even_Flat,BasePlusVariants,1680710259,32,32,96,0.333333,84.5625,88,2,True,False,0.333333,84.875,87,Flat,BackLoaded,Fill,0.533333,0.65,False,False,Fill,"Sparse, MediumEnergy, MeaningfulAnchors, BackLoaded, PredictableProfile",0.333333,0.665847,2.625,3.125,-2.125,4.125,0.75,3.875
Base_H32_Even_Increasing,Even,Increasing,Base,,BasePlusVariants,,32,32,96,0.333333,89,108,2,True,True,0.333333,103.875,108,Flat,Increasing,Intensify,0.465833,0.5,False,False,Intensify,"Sparse, HighEnergy, MeaningfulAnchors, StrongEnding, BackLoaded, PredictableProfile",0.333333,0.700787,1.875,1,-0.125,2.5,1.75,2
Variant_H32_Even_Increasing,Even,Increasing,Variant,Base_H32_Even_Increasing,BasePlusVariants,222023855,32,32,96,0.333333,88.59375,109,1,False,False,0.333333,103.625,109,Flat,Increasing,Intensify,0.478333,0.55,False,False,Intensify,"Sparse, MediumEnergy, BackLoaded, PredictableProfile",0.333333,0.697589,1.625,1.625,-2.125,4.625,2.25,3.875
Base_H32_Even_AccentedEnding,Even,AccentedEnding,Base,,BasePlusVariants,,32,32,96,0.333333,90.5,110,2,True,True,0.333333,110,110,Flat,Increasing,Intensify,0.465833,0.5,False,False,Intensify,"Sparse, HighEnergy, MeaningfulAnchors, StrongEnding, BackLoaded, PredictableProfile",0.333333,0.712598,1.875,1,-0.125,2.5,1.75,2
Variant_H32_Even_AccentedEnding,Even,AccentedEnding,Variant,Base_H32_Even_AccentedEnding,BasePlusVariants,1664596200,32,32,96,0.333333,91.125,114,2,True,True,0.333333,109.25,114,Flat,BackLoaded,Intensify,0.465833,0.5,False,False,Intensify,"Sparse, HighEnergy, MeaningfulAnchors, StrongEnding, BackLoaded, PredictableProfile",0.333333,0.71752,1.875,1,-0.125,2.5,1.75,2
Base_H32_FrontLoaded_Flat,FrontLoaded,Flat,Base,,BasePlusVariants,,32,32,96,0.333333,84,84,2,True,False,0.208333,84,84,Decreasing,Flat,Intensify,0.478333,0.5,False,False,Intensify,"Sparse, MediumEnergy, MeaningfulAnchors, FrontLoaded, PredictableProfile",0.333333,0.661417,2.625,3.125,-2.125,4.125,0.75,3.125
Variant_H32_FrontLoaded_Flat,FrontLoaded,Flat,Variant,Base_H32_FrontLoaded_Flat,BasePlusVariants,916576535,32,32,96,0.333333,83.9375,88,1,False,False,0.208333,84,86,Decreasing,MidDip,Intensify,0.478333,0.55,False,False,Intensify,"Sparse, MediumEnergy, FrontLoaded, PredictableProfile",0.333333,0.660925,1.625,1.625,-2.125,4.625,2.25,3.125
Base_H32_FrontLoaded_Increasing,FrontLoaded,Increasing,Base,,BasePlusVariants,,32,32,96,0.333333,85.4375,108,4,True,True,0.208333,104,108,Decreasing,Increasing,Intensify,0.465833,0.55,False,False,Intensify,"Sparse, MediumEnergy, StrongEnding, BackLoaded, PredictableProfile",0.333333,0.672736,2.875,1,-2.125,4,2.25,2
Variant_H32_FrontLoaded_Increasing,FrontLoaded,Increasing,Variant,Base_H32_FrontLoaded_Increasing,BasePlusVariants,1520584283,32,32,96,0.333333,85.09375,107,4,True,True,0.208333,104.6,107,Decreasing,Increasing,Intensify,0.465833,0.55,False,False,Intensify,"Sparse, MediumEnergy, StrongEnding, BackLoaded, PredictableProfile",0.333333,0.67003,2.875,1,-2.125,4,2.25,2
Base_H32_FrontLoaded_AccentedEnding,FrontLoaded,AccentedEnding,Base,,BasePlusVariants,,32,32,96,0.333333,88.0625,110,4,True,True,0.208333,110,110,Decreasing,Increasing,Mirror,0.345833,0.225,True,True,Mirror,"Sparse, MediumEnergy, MeaningfulAnchors, StrongEnding, BackLoaded, PredictableProfile",0.333333,0.693406,3.875,2.5,-2.125,3.5,0.75,2
Variant_H32_FrontLoaded_AccentedEnding,FrontLoaded,AccentedEnding,Variant,Base_H32_FrontLoaded_AccentedEnding,BasePlusVariants,1917277220,32,32,96,0.333333,87.15625,113,3,True,True,0.208333,108.8,113,Decreasing,BackLoaded,Mirror,0.345833,0.225,True,True,Mirror,"Sparse, MediumEnergy, MeaningfulAnchors, StrongEnding, BackLoaded, PredictableProfile",0.333333,0.68627,3.875,2.5,-2.125,3.5,0.75,2
Base_H32_BackLoaded_Flat,BackLoaded,Flat,Base,,BasePlusVariants,,32,32,96,0.333333,84,84,2,True,False,0.458333,84,84,Increasing,Flat,Fill,0.533333,0.65,False,False,Fill,"Sparse, MediumEnergy, MeaningfulAnchors, BackLoaded, PredictableProfile",0.333333,0.661417,2.625,3.125,-2.125,4.125,0.75,3.875
Variant_H32_BackLoaded_Flat,BackLoaded,Flat,Variant,Base_H32_BackLoaded_Flat,BasePlusVariants,1661885577,32,32,96,0.333333,84.0625,88,1,False,False,0.458333,84.36364,88,Increasing,FrontLoaded,Intensify,0.478333,0.55,False,False,Intensify,"Sparse, MediumEnergy, BackLoaded, PredictableProfile",0.333333,0.66191,1.625,1.625,-2.125,4.625,2.25,3.875
Base_H32_BackLoaded_Increasing,BackLoaded,Increasing,Base,,BasePlusVariants,,32,32,96,0.333333,92.5625,108,3,True,False,0.458333,103.5455,108,Increasing,Increasing,Fill,0.533333,0.65,False,False,Fill,"Sparse, HighEnergy, MeaningfulAnchors, BackLoaded, PredictableProfile",0.333333,0.728839,0.625,1.625,-0.125,3.125,1.75,3.875
Variant_H32_BackLoaded_Increasing,BackLoaded,Increasing,Variant,Base_H32_BackLoaded_Increasing,BasePlusVariants,652942657,32,32,96,0.333333,92.625,109,3,True,False,0.458333,103.5455,109,Increasing,Increasing,Fill,0.533333,0.65,False,False,Fill,"Sparse, HighEnergy, MeaningfulAnchors, BackLoaded, PredictableProfile",0.333333,0.729331,0.625,1.625,-0.125,3.125,1.75,3.875
Base_H32_BackLoaded_AccentedEnding,BackLoaded,AccentedEnding,Base,,BasePlusVariants,,32,32,96,0.333333,92.9375,110,3,True,False,0.458333,110,110,Increasing,Increasing,Fill,0.533333,0.65,False,False,Fill,"Sparse, HighEnergy, MeaningfulAnchors, BackLoaded, PredictableProfile",0.333333,0.731791,0.625,1.625,-0.125,3.125,1.75,3.875
Variant_H32_BackLoaded_AccentedEnding,BackLoaded,AccentedEnding,Variant,Base_H32_BackLoaded_AccentedEnding,BasePlusVariants,434107058,32,32,96,0.333333,93.03125,114,3,True,False,0.458333,111.6364,114,Increasing,BackLoaded,Fill,0.533333,0.65,False,False,Fill,"Sparse, HighEnergy, MeaningfulAnchors, BackLoaded, PredictableProfile",0.333333,0.73253,0.625,1.625,-0.125,3.125,1.75,3.875
Base_H32_Clustered_Flat,Clustered,Flat,Base,,BasePlusVariants,,32,32,96,0.333333,84,84,0,False,False,0.333333,84,84,Flat,Flat,Intensify,0.478333,0.55,False,False,Intensify,"Sparse, MediumEnergy, BalancedProfile",0.333333,0.661417,2.75,2.375,-2.5,4.625,-0.25,3.125
Variant_H32_Clustered_Flat,Clustered,Flat,Variant,Base_H32_Clustered_Flat,BasePlusVariants,513826468,32,32,96,0.333333,83.0625,88,0,False,False,0.333333,82,85,Flat,MidPeak,Intensify,0.478333,0.55,False,False,Intensify,"Sparse, MediumEnergy, BalancedProfile",0.333333,0.654035,2.75,2.375,-2.5,4.625,-0.25,3.125
Base_H32_Clustered_Increasing,Clustered,Increasing,Base,,BasePlusVariants,,32,32,96,0.333333,89,106,0,False,False,0.333333,104.25,106,Flat,Increasing,Fill,0.533333,0.7,False,False,Fill,"Sparse, HighEnergy, BackLoaded, PredictableProfile",0.333333,0.700787,-0.375,0.125,-0.125,3.625,3.25,3.875
Variant_H32_Clustered_Increasing,Clustered,Increasing,Variant,Base_H32_Clustered_Increasing,BasePlusVariants,615074732,32,32,96,0.333333,88.625,107,0,False,False,0.333333,103.875,107,Flat,Increasing,Intensify,0.478333,0.55,False,False,Intensify,"Sparse, MediumEnergy, BackLoaded, PredictableProfile",0.333333,0.697835,1.625,1.625,-2.125,4.625,2.25,3.875
Base_H32_Clustered_AccentedEnding,Clustered,AccentedEnding,Base,,BasePlusVariants,,32,32,96,0.333333,90.5,110,0,False,False,0.333333,110,110,Flat,Increasing,Fill,0.533333,0.7,False,False,Fill,"Sparse, HighEnergy, BackLoaded, PredictableProfile",0.333333,0.712598,-0.375,0.125,-0.125,3.625,3.25,3.875
Variant_H32_Clustered_AccentedEnding,Clustered,AccentedEnding,Variant,Base_H32_Clustered_AccentedEnding,BasePlusVariants,1825225387,32,32,96,0.333333,90.40625,114,1,False,True,0.333333,110.5,114,Flat,BackLoaded,Contrast,0.345833,0.7,False,False,Contrast,"Sparse, HighEnergy, StrongEnding, BackLoaded, PredictableProfile",0.333333,0.71186,0.875,-0.5,-0.125,3,3.25,2
Base_H32_AnchorLed_Flat,AnchorLed,Flat,Base,,BasePlusVariants,,32,32,96,0.333333,85.5,100,2,True,False,0.333333,86,100,MidDip,BackLoaded,Fill,0.533333,0.65,False,False,Fill,"Sparse, MediumEnergy, MeaningfulAnchors, BackLoaded, PredictableProfile",0.333333,0.673228,2.625,3.125,-2.125,4.125,0.75,3.875
Variant_H32_AnchorLed_Flat,AnchorLed,Flat,Variant,Base_H32_AnchorLed_Flat,BasePlusVariants,1692792143,32,32,96,0.333333,85.71875,101,2,True,False,0.333333,86.375,101,MidDip,MidDip,Intensify,0.478333,0.5,False,False,Intensify,"Sparse, MediumEnergy, MeaningfulAnchors, BalancedProfile",0.333333,0.674951,3.75,3.875,-2.5,4.125,-0.25,3.125
Base_H32_AnchorLed_Increasing,AnchorLed,Increasing,Base,,BasePlusVariants,,32,32,96,0.333333,90.09375,124,2,True,False,0.333333,108.625,124,MidDip,Increasing,Fill,0.533333,0.65,False,False,Fill,"Sparse, HighEnergy, MeaningfulAnchors, BackLoaded, PredictableProfile",0.333333,0.7094,0.625,1.625,-0.125,3.125,1.75,3.875
Variant_H32_AnchorLed_Increasing,AnchorLed,Increasing,Variant,Base_H32_AnchorLed_Increasing,BasePlusVariants,1624314531,32,32,96,0.333333,90.03125,121,2,True,False,0.333333,107.75,121,MidDip,Increasing,Fill,0.533333,0.65,False,False,Fill,"Sparse, HighEnergy, MeaningfulAnchors, BackLoaded, PredictableProfile",0.333333,0.708908,0.625,1.625,-0.125,3.125,1.75,3.875
Base_H32_AnchorLed_AccentedEnding,AnchorLed,AccentedEnding,Base,,BasePlusVariants,,32,32,96,0.333333,92,126,2,True,False,0.333333,112,126,MidDip,BackLoaded,Fill,0.533333,0.65,False,False,Fill,"Sparse, HighEnergy, MeaningfulAnchors, BackLoaded, PredictableProfile",0.333333,0.72441,0.625,1.625,-0.125,3.125,1.75,3.875
Variant_H32_AnchorLed_AccentedEnding,AnchorLed,AccentedEnding,Variant,Base_H32_AnchorLed_AccentedEnding,BasePlusVariants,1275813548,32,32,96,0.333333,92,125,1,True,False,0.333333,111.625,125,MidDip,Increasing,Fill,0.533333,0.65,False,False,Fill,"Sparse, HighEnergy, MeaningfulAnchors, BackLoaded, PredictableProfile",0.333333,0.72441,0.625,1.625,-0.125,3.125,1.75,3.875
