CaseID,ResponseTypeA,ResponseTypeB,JaccardDistance
Variant_H08_AnchorLed_Increasing,Complement,Intensify,0.578947
Variant_H08_AnchorLed_Increasing,Complement,Contrast,0.461538
Variant_H08_AnchorLed_Increasing,Complement,Fill,0.55
Variant_H08_AnchorLed_Increasing,Simplify,Intensify,0.764706
Variant_H08_AnchorLed_Increasing,Simplify,Contrast,0.833333
Variant_H08_AnchorLed_Increasing,Simplify,Fill,0.789474
Variant_H08_AnchorLed_Increasing,Intensify,Contrast,0.578947
Variant_H08_AnchorLed_Increasing,Intensify,Fill,0.434783
Variant_H08_AnchorLed_Increasing,Contrast,Fill,0.473684
Variant_H08_BackLoaded_AccentedEnding,Mirror,Complement,0.823529
Variant_H08_BackLoaded_AccentedEnding,Mirror,Simplify,0.3
Variant_H08_BackLoaded_AccentedEnding,Mirror,Intensify,0.52381
Variant_H08_BackLoaded_AccentedEnding,Mirror,Contrast,0.823529
Variant_H08_BackLoaded_AccentedEnding,Mirror,Fill,0.75
Variant_H08_BackLoaded_AccentedEnding,Complement,Simplify,0.866667
Variant_H08_BackLoaded_AccentedEnding,Complement,Intensify,0.708333
Variant_H08_BackLoaded_AccentedEnding,Complement,Contrast,0.461538
Variant_H08_BackLoaded_AccentedEnding,Complement,Fill,0.653846
Variant_H08_BackLoaded_AccentedEnding,Simplify,Intensify,0.666667
Variant_H08_BackLoaded_AccentedEnding,Simplify,Contrast,0.866667
Variant_H08_BackLoaded_AccentedEnding,Simplify,Fill,0.769231
Variant_H08_BackLoaded_AccentedEnding,Intensify,Contrast,0.76
Variant_H08_BackLoaded_AccentedEnding,Intensify,Fill,0.413793
Variant_H08_BackLoaded_AccentedEnding,Contrast,Fill,0.6
Variant_H08_BackLoaded_Flat,Mirror,Complement,0.75
Variant_H08_BackLoaded_Flat,Mirror,Simplify,0.4
Variant_H08_BackLoaded_Flat,Mirror,Intensify,0.608696
Variant_H08_BackLoaded_Flat,Mirror,Contrast,0.75
Variant_H08_BackLoaded_Flat,Mirror,Fill,0.766667
Variant_H08_BackLoaded_Flat,Complement,Simplify,0.769231
Variant_H08_BackLoaded_Flat,Complement,Intensify,0.666667
Variant_H08_BackLoaded_Flat,Complement,Contrast,0.461538
Variant_H08_BackLoaded_Flat,Complement,Fill,0.678571
Variant_H08_BackLoaded_Flat,Simplify,Intensify,0.727273
Variant_H08_BackLoaded_Flat,Simplify,Contrast,0.769231
Variant_H08_BackLoaded_Flat,Simplify,Fill,0.777778
Variant_H08_BackLoaded_Flat,Intensify,Contrast,0.608696
Variant_H08_BackLoaded_Flat,Intensify,Fill,0.419355
Variant_H08_BackLoaded_Flat,Contrast,Fill,0.62963
Variant_H08_BackLoaded_Increasing,Mirror,Complement,0.75
Variant_H08_BackLoaded_Increasing,Mirror,Simplify,0.4
Variant_H08_BackLoaded_Increasing,Mirror,Intensify,0.666667
Variant_H08_BackLoaded_Increasing,Mirror,Contrast,0.75
Variant_H08_BackLoaded_Increasing,Mirror,Fill,0.766667
Variant_H08_BackLoaded_Increasing,Complement,Simplify,0.769231
Variant_H08_BackLoaded_Increasing,Complement,Intensify,0.608696
Variant_H08_BackLoaded_Increasing,Complement,Contrast,0.461538
Variant_H08_BackLoaded_Increasing,Complement,Fill,0.678571
Variant_H08_BackLoaded_Increasing,Simplify,Intensify,0.727273
Variant_H08_BackLoaded_Increasing,Simplify,Contrast,0.769231
Variant_H08_BackLoaded_Increasing,Simplify,Fill,0.777778
Variant_H08_BackLoaded_Increasing,Intensify,Contrast,0.72
Variant_H08_BackLoaded_Increasing,Intensify,Fill,0.366667
Variant_H08_BackLoaded_Increasing,Contrast,Fill,0.62963
Variant_H08_Clustered_AccentedEnding,Mirror,Complement,0.571429
Variant_H08_Clustered_AccentedEnding,Mirror,Simplify,0.8
Variant_H08_Clustered_AccentedEnding,Mirror,Intensify,0.526316
Variant_H08_Clustered_AccentedEnding,Mirror,Contrast,0.666667
Variant_H08_Clustered_AccentedEnding,Mirror,Fill,0.55
Variant_H08_Clustered_AccentedEnding,Complement,Simplify,0.8
Variant_H08_Clustered_AccentedEnding,Complement,Intensify,0.6
Variant_H08_Clustered_AccentedEnding,Complement,Contrast,0.461538
Variant_H08_Clustered_AccentedEnding,Complement,Fill,0.55
Variant_H08_Clustered_AccentedEnding,Simplify,Intensify,0.888889
Variant_H08_Clustered_AccentedEnding,Simplify,Contrast,0.8
Variant_H08_Clustered_AccentedEnding,Simplify,Fill,0.894737
Variant_H08_Clustered_AccentedEnding,Intensify,Contrast,0.6
Variant_H08_Clustered_AccentedEnding,Intensify,Fill,0.15
Variant_H08_Clustered_AccentedEnding,Contrast,Fill,0.473684
Variant_H08_Clustered_Flat,Mirror,Complement,0.571429
Variant_H08_Clustered_Flat,Mirror,Simplify,0.7
Variant_H08_Clustered_Flat,Mirror,Intensify,0.375
Variant_H08_Clustered_Flat,Mirror,Contrast,0.666667
Variant_H08_Clustered_Flat,Mirror,Fill,0.444444
Variant_H08_Clustered_Flat,Complement,Simplify,0.818182
Variant_H08_Clustered_Flat,Complement,Intensify,0.555556
Variant_H08_Clustered_Flat,Complement,Contrast,0.571429
Variant_H08_Clustered_Flat,Complement,Fill,0.526316
Variant_H08_Clustered_Flat,Simplify,Intensify,0.8125
Variant_H08_Clustered_Flat,Simplify,Contrast,0.818182
Variant_H08_Clustered_Flat,Simplify,Fill,0.833333
Variant_H08_Clustered_Flat,Intensify,Contrast,0.631579
Variant_H08_Clustered_Flat,Intensify,Fill,0.210526
Variant_H08_Clustered_Flat,Contrast,Fill,0.526316
Variant_H08_Clustered_Increasing,Mirror,Complement,0.666667
Variant_H08_Clustered_Increasing,Mirror,Simplify,0.8
Variant_H08_Clustered_Increasing,Mirror,Intensify,0.5
Variant_H08_Clustered_Increasing,Mirror,Contrast,0.733333
Variant_H08_Clustered_Increasing,Mirror,Fill,0.6
Variant_H08_Clustered_Increasing,Complement,Simplify,0.8
Variant_H08_Clustered_Increasing,Complement,Intensify,0.65
Variant_H08_Clustered_Increasing,Complement,Contrast,0.538462
Variant_H08_Clustered_Increasing,Complement,Fill,0.526316
Variant_H08_Clustered_Increasing,Simplify,Intensify,0.882353
Variant_H08_Clustered_Increasing,Simplify,Contrast,0.777778
Variant_H08_Clustered_Increasing,Simplify,Fill,0.888889
Variant_H08_Clustered_Increasing,Intensify,Contrast,0.555556
Variant_H08_Clustered_Increasing,Intensify,Fill,0.157895
Variant_H08_Clustered_Increasing,Contrast,Fill,0.5
Variant_H08_Even_AccentedEnding,Mirror,Complement,0.666667
Variant_H08_Even_AccentedEnding,Mirror,Simplify,0.4
Variant_H08_Even_AccentedEnding,Mirror,Intensify,0.565217
Variant_H08_Even_AccentedEnding,Mirror,Contrast,0.666667
Variant_H08_Even_AccentedEnding,Mirror,Fill,0.75
Variant_H08_Even_AccentedEnding,Complement,Simplify,0.545455
Variant_H08_Even_AccentedEnding,Complement,Intensify,0.68
Variant_H08_Even_AccentedEnding,Complement,Contrast,0.461538
Variant_H08_Even_AccentedEnding,Complement,Fill,0.653846
Variant_H08_Even_AccentedEnding,Simplify,Intensify,0.73913
Variant_H08_Even_AccentedEnding,Simplify,Contrast,0.545455
Variant_H08_Even_AccentedEnding,Simplify,Fill,0.807692
Variant_H08_Even_AccentedEnding,Intensify,Contrast,0.565217
Variant_H08_Even_AccentedEnding,Intensify,Fill,0.5
Variant_H08_Even_AccentedEnding,Contrast,Fill,0.6
Variant_H08_Even_Flat,Mirror,Complement,0.666667
Variant_H08_Even_Flat,Mirror,Simplify,0.5
Variant_H08_Even_Flat,Mirror,Intensify,0.565217
Variant_H08_Even_Flat,Mirror,Contrast,0.666667
Variant_H08_Even_Flat,Mirror,Fill,0.703704
Variant_H08_Even_Flat,Complement,Simplify,0.636364
Variant_H08_Even_Flat,Complement,Intensify,0.68
Variant_H08_Even_Flat,Complement,Contrast,0.461538
Variant_H08_Even_Flat,Complement,Fill,0.653846
Variant_H08_Even_Flat,Simplify,Intensify,0.782609
Variant_H08_Even_Flat,Simplify,Contrast,0.636364
Variant_H08_Even_Flat,Simplify,Fill,0.8
Variant_H08_Even_Flat,Intensify,Contrast,0.625
Variant_H08_Even_Flat,Intensify,Fill,0.451613
Variant_H08_Even_Flat,Contrast,Fill,0.6
Variant_H08_Even_Increasing,Mirror,Complement,0.666667
Variant_H08_Even_Increasing,Mirror,Simplify,0.4
Variant_H08_Even_Increasing,Mirror,Intensify,0.565217
Variant_H08_Even_Increasing,Mirror,Contrast,0.666667
Variant_H08_Even_Increasing,Mirror,Fill,0.703704
Variant_H08_Even_Increasing,Complement,Simplify,0.666667
Variant_H08_Even_Increasing,Complement,Intensify,0.68
Variant_H08_Even_Increasing,Complement,Contrast,0.461538
Variant_H08_Even_Increasing,Complement,Fill,0.653846
Variant_H08_Even_Increasing,Simplify,Intensify,0.73913
Variant_H08_Even_Increasing,Simplify,Contrast,0.666667
Variant_H08_Even_Increasing,Simplify,Fill,0.807692
Variant_H08_Even_Increasing,Intensify,Contrast,0.625
Variant_H08_Even_Increasing,Intensify,Fill,0.451613
Variant_H08_Even_Increasing,Contrast,Fill,0.6
Variant_H08_FrontLoaded_AccentedEnding,Mirror,Complement,0.75
Variant_H08_FrontLoaded_AccentedEnding,Mirror,Simplify,0.3
Variant_H08_FrontLoaded_AccentedEnding,Mirror,Intensify,0.608696
Variant_H08_FrontLoaded_AccentedEnding,Mirror,Contrast,0.75
Variant_H08_FrontLoaded_AccentedEnding,Mirror,Fill,0.75
Variant_H08_FrontLoaded_AccentedEnding,Complement,Simplify,0.785714
Variant_H08_FrontLoaded_AccentedEnding,Complement,Intensify,0.608696
Variant_H08_FrontLoaded_AccentedEnding,Complement,Contrast,0.461538
Variant_H08_FrontLoaded_AccentedEnding,Complement,Fill,0.653846
Variant_H08_FrontLoaded_AccentedEnding,Simplify,Intensify,0.681818
Variant_H08_FrontLoaded_AccentedEnding,Simplify,Contrast,0.785714
Variant_H08_FrontLoaded_AccentedEnding,Simplify,Fill,0.769231
Variant_H08_FrontLoaded_AccentedEnding,Intensify,Contrast,0.608696
Variant_H08_FrontLoaded_AccentedEnding,Intensify,Fill,0.37931
Variant_H08_FrontLoaded_AccentedEnding,Contrast,Fill,0.6
Variant_H08_FrontLoaded_Flat,Mirror,Complement,0.75
Variant_H08_FrontLoaded_Flat,Mirror,Simplify,0.4
Variant_H08_FrontLoaded_Flat,Mirror,Intensify,0.52381
Variant_H08_FrontLoaded_Flat,Mirror,Contrast,0.75
Variant_H08_FrontLoaded_Flat,Mirror,Fill,0.703704
Variant_H08_FrontLoaded_Flat,Complement,Simplify,0.857143
Variant_H08_FrontLoaded_Flat,Complement,Intensify,0.708333
Variant_H08_FrontLoaded_Flat,Complement,Contrast,0.571429
Variant_H08_FrontLoaded_Flat,Complement,Fill,0.703704
Variant_H08_FrontLoaded_Flat,Simplify,Intensify,0.714286
Variant_H08_FrontLoaded_Flat,Simplify,Contrast,0.857143
Variant_H08_FrontLoaded_Flat,Simplify,Fill,0.76
Variant_H08_FrontLoaded_Flat,Intensify,Contrast,0.652174
Variant_H08_FrontLoaded_Flat,Intensify,Fill,0.413793
Variant_H08_FrontLoaded_Flat,Contrast,Fill,0.6
Variant_H08_FrontLoaded_Increasing,Mirror,Complement,0.75
Variant_H08_FrontLoaded_Increasing,Mirror,Simplify,0.3
Variant_H08_FrontLoaded_Increasing,Mirror,Intensify,0.608696
Variant_H08_FrontLoaded_Increasing,Mirror,Contrast,0.75
Variant_H08_FrontLoaded_Increasing,Mirror,Fill,0.75
Variant_H08_FrontLoaded_Increasing,Complement,Simplify,0.785714
Variant_H08_FrontLoaded_Increasing,Complement,Intensify,0.608696
Variant_H08_FrontLoaded_Increasing,Complement,Contrast,0.461538
Variant_H08_FrontLoaded_Increasing,Complement,Fill,0.653846
Variant_H08_FrontLoaded_Increasing,Simplify,Intensify,0.681818
Variant_H08_FrontLoaded_Increasing,Simplify,Contrast,0.785714
Variant_H08_FrontLoaded_Increasing,Simplify,Fill,0.769231
Variant_H08_FrontLoaded_Increasing,Intensify,Contrast,0.608696
Variant_H08_FrontLoaded_Increasing,Intensify,Fill,0.37931
Variant_H08_FrontLoaded_Increasing,Contrast,Fill,0.6
Variant_H12_AnchorLed_AccentedEnding,Mirror,Complement,0.647059
Variant_H12_AnchorLed_AccentedEnding,Mirror,Simplify,0.692308
Variant_H12_AnchorLed_AccentedEnding,Mirror,Intensify,0.454545
Variant_H12_AnchorLed_AccentedEnding,Mirror,Contrast,0.8
Variant_H12_AnchorLed_AccentedEnding,Mirror,Fill,0.5
Variant_H12_AnchorLed_AccentedEnding,Complement,Simplify,0.833333
Variant_H12_AnchorLed_AccentedEnding,Complement,Intensify,0.590909
Variant_H12_AnchorLed_AccentedEnding,Complement,Contrast,0.5
Variant_H12_AnchorLed_AccentedEnding,Complement,Fill,0.5
Variant_H12_AnchorLed_AccentedEnding,Simplify,Intensify,0.809524
Variant_H12_AnchorLed_AccentedEnding,Simplify,Contrast,0.846154
Variant_H12_AnchorLed_AccentedEnding,Simplify,Fill,0.857143
Variant_H12_AnchorLed_AccentedEnding,Intensify,Contrast,0.545455
Variant_H12_AnchorLed_AccentedEnding,Intensify,Fill,0.217391
Variant_H12_AnchorLed_AccentedEnding,Contrast,Fill,0.45
Variant_H12_AnchorLed_Flat,Mirror,Complement,0.647059
Variant_H12_AnchorLed_Flat,Mirror,Simplify,0.769231
Variant_H12_AnchorLed_Flat,Mirror,Intensify,0.521739
Variant_H12_AnchorLed_Flat,Mirror,Contrast,0.8
Variant_H12_AnchorLed_Flat,Mirror,Fill,0.428571
Variant_H12_AnchorLed_Flat,Complement,Simplify,0.818182
Variant_H12_AnchorLed_Flat,Complement,Intensify,0.590909
Variant_H12_AnchorLed_Flat,Complement,Contrast,0.5
Variant_H12_AnchorLed_Flat,Complement,Fill,0.5
Variant_H12_AnchorLed_Flat,Simplify,Intensify,0.857143
Variant_H12_AnchorLed_Flat,Simplify,Contrast,0.833333
Variant_H12_AnchorLed_Flat,Simplify,Fill,0.85
Variant_H12_AnchorLed_Flat,Intensify,Contrast,0.47619
Variant_H12_AnchorLed_Flat,Intensify,Fill,0.217391
Variant_H12_AnchorLed_Flat,Contrast,Fill,0.45
Variant_H12_AnchorLed_Increasing,Mirror,Complement,0.5625
Variant_H12_AnchorLed_Increasing,Mirror,Simplify,0.769231
Variant_H12_AnchorLed_Increasing,Mirror,Intensify,0.454545
Variant_H12_AnchorLed_Increasing,Mirror,Contrast,0.75
Variant_H12_AnchorLed_Increasing,Mirror,Fill,0.454545
Variant_H12_AnchorLed_Increasing,Complement,Simplify,0.818182
Variant_H12_AnchorLed_Increasing,Complement,Intensify,0.590909
Variant_H12_AnchorLed_Increasing,Complement,Contrast,0.533333
Variant_H12_AnchorLed_Increasing,Complement,Fill,0.52381
Variant_H12_AnchorLed_Increasing,Simplify,Intensify,0.857143
Variant_H12_AnchorLed_Increasing,Simplify,Contrast,0.846154
Variant_H12_AnchorLed_Increasing,Simplify,Fill,0.857143
Variant_H12_AnchorLed_Increasing,Intensify,Contrast,0.5
Variant_H12_AnchorLed_Increasing,Intensify,Fill,0.25
Variant_H12_AnchorLed_Increasing,Contrast,Fill,0.428571
Variant_H12_BackLoaded_AccentedEnding,Mirror,Complement,0.647059
Variant_H12_BackLoaded_AccentedEnding,Mirror,Simplify,0.230769
Variant_H12_BackLoaded_AccentedEnding,Mirror,Intensify,0.62069
Variant_H12_BackLoaded_AccentedEnding,Mirror,Contrast,0.631579
Variant_H12_BackLoaded_AccentedEnding,Mirror,Fill,0.727273
Variant_H12_BackLoaded_AccentedEnding,Complement,Simplify,0.571429
Variant_H12_BackLoaded_AccentedEnding,Complement,Intensify,0.62963
Variant_H12_BackLoaded_AccentedEnding,Complement,Contrast,0.5625
Variant_H12_BackLoaded_AccentedEnding,Complement,Fill,0.655172
Variant_H12_BackLoaded_AccentedEnding,Simplify,Intensify,0.62963
Variant_H12_BackLoaded_AccentedEnding,Simplify,Contrast,0.5625
Variant_H12_BackLoaded_AccentedEnding,Simplify,Fill,0.7
Variant_H12_BackLoaded_AccentedEnding,Intensify,Contrast,0.518519
Variant_H12_BackLoaded_AccentedEnding,Intensify,Fill,0.25
Variant_H12_BackLoaded_AccentedEnding,Contrast,Fill,0.551724
Variant_H12_BackLoaded_Flat,Mirror,Complement,0.647059
Variant_H12_BackLoaded_Flat,Mirror,Simplify,0.230769
Variant_H12_BackLoaded_Flat,Mirror,Intensify,0.586207
Variant_H12_BackLoaded_Flat,Mirror,Contrast,0.375
Variant_H12_BackLoaded_Flat,Mirror,Fill,0.625
Variant_H12_BackLoaded_Flat,Complement,Simplify,0.571429
Variant_H12_BackLoaded_Flat,Complement,Intensify,0.642857
Variant_H12_BackLoaded_Flat,Complement,Contrast,0.5625
Variant_H12_BackLoaded_Flat,Complement,Fill,0.677419
Variant_H12_BackLoaded_Flat,Simplify,Intensify,0.642857
Variant_H12_BackLoaded_Flat,Simplify,Contrast,0.357143
Variant_H12_BackLoaded_Flat,Simplify,Fill,0.677419
Variant_H12_BackLoaded_Flat,Intensify,Contrast,0.535714
Variant_H12_BackLoaded_Flat,Intensify,Fill,0.212121
Variant_H12_BackLoaded_Flat,Contrast,Fill,0.580645
Variant_H12_BackLoaded_Increasing,Mirror,Complement,0.647059
Variant_H12_BackLoaded_Increasing,Mirror,Simplify,0.230769
Variant_H12_BackLoaded_Increasing,Mirror,Intensify,0.62069
Variant_H12_BackLoaded_Increasing,Mirror,Contrast,0.470588
Variant_H12_BackLoaded_Increasing,Mirror,Fill,0.727273
Variant_H12_BackLoaded_Increasing,Complement,Simplify,0.571429
Variant_H12_BackLoaded_Increasing,Complement,Intensify,0.62963
Variant_H12_BackLoaded_Increasing,Complement,Contrast,0.5625
Variant_H12_BackLoaded_Increasing,Complement,Fill,0.655172
Variant_H12_BackLoaded_Increasing,Simplify,Intensify,0.62963
Variant_H12_BackLoaded_Increasing,Simplify,Contrast,0.357143
Variant_H12_BackLoaded_Increasing,Simplify,Fill,0.7
Variant_H12_BackLoaded_Increasing,Intensify,Contrast,0.518519
Variant_H12_BackLoaded_Increasing,Intensify,Fill,0.25
Variant_H12_BackLoaded_Increasing,Contrast,Fill,0.551724
Variant_H12_Clustered_AccentedEnding,Mirror,Complement,0.647059
Variant_H12_Clustered_AccentedEnding,Mirror,Simplify,0.615385
Variant_H12_Clustered_AccentedEnding,Mirror,Intensify,0.56
Variant_H12_Clustered_AccentedEnding,Mirror,Contrast,0.631579
Variant_H12_Clustered_AccentedEnding,Mirror,Fill,0.576923
Variant_H12_Clustered_AccentedEnding,Complement,Simplify,0.636364
Variant_H12_Clustered_AccentedEnding,Complement,Intensify,0.565217
Variant_H12_Clustered_AccentedEnding,Complement,Contrast,0.5625
Variant_H12_Clustered_AccentedEnding,Complement,Fill,0.583333
Variant_H12_Clustered_AccentedEnding,Simplify,Intensify,0.782609
Variant_H12_Clustered_AccentedEnding,Simplify,Contrast,0.714286
Variant_H12_Clustered_AccentedEnding,Simplify,Fill,0.791667
Variant_H12_Clustered_AccentedEnding,Intensify,Contrast,0.5
Variant_H12_Clustered_AccentedEnding,Intensify,Fill,0.321429
Variant_H12_Clustered_AccentedEnding,Contrast,Fill,0.458333
Variant_H12_Clustered_Flat,Mirror,Complement,0.722222
Variant_H12_Clustered_Flat,Mirror,Simplify,0.692308
Variant_H12_Clustered_Flat,Mirror,Intensify,0.6
Variant_H12_Clustered_Flat,Mirror,Contrast,0.809524
Variant_H12_Clustered_Flat,Mirror,Fill,0.62963
Variant_H12_Clustered_Flat,Complement,Simplify,0.727273
Variant_H12_Clustered_Flat,Complement,Intensify,0.545455
Variant_H12_Clustered_Flat,Complement,Contrast,0.533333
Variant_H12_Clustered_Flat,Complement,Fill,0.583333
Variant_H12_Clustered_Flat,Simplify,Intensify,0.818182
Variant_H12_Clustered_Flat,Simplify,Contrast,0.769231
Variant_H12_Clustered_Flat,Simplify,Fill,0.833333
Variant_H12_Clustered_Flat,Intensify,Contrast,0.521739
Variant_H12_Clustered_Flat,Intensify,Fill,0.296296
Variant_H12_Clustered_Flat,Contrast,Fill,0.5
Variant_H12_Clustered_Increasing,Mirror,Complement,0.722222
Variant_H12_Clustered_Increasing,Mirror,Simplify,0.692308
Variant_H12_Clustered_Increasing,Mirror,Intensify,0.541667
Variant_H12_Clustered_Increasing,Mirror,Contrast,0.809524
Variant_H12_Clustered_Increasing,Mirror,Fill,0.592593
Variant_H12_Clustered_Increasing,Complement,Simplify,0.727273
Variant_H12_Clustered_Increasing,Complement,Intensify,0.608696
Variant_H12_Clustered_Increasing,Complement,Contrast,0.533333
Variant_H12_Clustered_Increasing,Complement,Fill,0.6
Variant_H12_Clustered_Increasing,Simplify,Intensify,0.818182
Variant_H12_Clustered_Increasing,Simplify,Contrast,0.769231
Variant_H12_Clustered_Increasing,Simplify,Fill,0.84
Variant_H12_Clustered_Increasing,Intensify,Contrast,0.64
Variant_H12_Clustered_Increasing,Intensify,Fill,0.37931
Variant_H12_Clustered_Increasing,Contrast,Fill,0.52
Variant_H12_Even_AccentedEnding,Mirror,Complement,0.647059
Variant_H12_Even_AccentedEnding,Mirror,Simplify,0.230769
Variant_H12_Even_AccentedEnding,Mirror,Intensify,0.518519
Variant_H12_Even_AccentedEnding,Mirror,Contrast,0.555556
Variant_H12_Even_AccentedEnding,Mirror,Fill,0.6875
Variant_H12_Even_AccentedEnding,Complement,Simplify,0.666667
Variant_H12_Even_AccentedEnding,Complement,Intensify,0.62963
Variant_H12_Even_AccentedEnding,Complement,Contrast,0.5625
Variant_H12_Even_AccentedEnding,Complement,Fill,0.655172
Variant_H12_Even_AccentedEnding,Simplify,Intensify,0.62963
Variant_H12_Even_AccentedEnding,Simplify,Contrast,0.5625
Variant_H12_Even_AccentedEnding,Simplify,Fill,0.7
Variant_H12_Even_AccentedEnding,Intensify,Contrast,0.518519
Variant_H12_Even_AccentedEnding,Intensify,Fill,0.352941
Variant_H12_Even_AccentedEnding,Contrast,Fill,0.551724
Variant_H12_Even_Flat,Mirror,Complement,0.647059
Variant_H12_Even_Flat,Mirror,Simplify,0.307692
Variant_H12_Even_Flat,Mirror,Intensify,0.535714
Variant_H12_Even_Flat,Mirror,Contrast,0.470588
Variant_H12_Even_Flat,Mirror,Fill,0.645161
Variant_H12_Even_Flat,Complement,Simplify,0.538462
Variant_H12_Even_Flat,Complement,Intensify,0.642857
Variant_H12_Even_Flat,Complement,Contrast,0.5625
Variant_H12_Even_Flat,Complement,Fill,0.655172
Variant_H12_Even_Flat,Simplify,Intensify,0.678571
Variant_H12_Even_Flat,Simplify,Contrast,0.428571
Variant_H12_Even_Flat,Simplify,Fill,0.689655
Variant_H12_Even_Flat,Intensify,Contrast,0.535714
Variant_H12_Even_Flat,Intensify,Fill,0.371429
Variant_H12_Even_Flat,Contrast,Fill,0.551724
Variant_H12_Even_Increasing,Mirror,Complement,0.647059
Variant_H12_Even_Increasing,Mirror,Simplify,0.230769
Variant_H12_Even_Increasing,Mirror,Intensify,0.518519
Variant_H12_Even_Increasing,Mirror,Contrast,0.7
Variant_H12_Even_Increasing,Mirror,Fill,0.727273
Variant_H12_Even_Increasing,Complement,Simplify,0.571429
Variant_H12_Even_Increasing,Complement,Intensify,0.62963
Variant_H12_Even_Increasing,Complement,Contrast,0.5625
Variant_H12_Even_Increasing,Complement,Fill,0.655172
Variant_H12_Even_Increasing,Simplify,Intensify,0.62963
Variant_H12_Even_Increasing,Simplify,Contrast,0.647059
Variant_H12_Even_Increasing,Simplify,Fill,0.7
Variant_H12_Even_Increasing,Intensify,Contrast,0.571429
Variant_H12_Even_Increasing,Intensify,Fill,0.444444
Variant_H12_Even_Increasing,Contrast,Fill,0.551724
Variant_H12_FrontLoaded_AccentedEnding,Mirror,Complement,0.647059
Variant_H12_FrontLoaded_AccentedEnding,Mirror,Simplify,0.307692
Variant_H12_FrontLoaded_AccentedEnding,Mirror,Intensify,0.62069
Variant_H12_FrontLoaded_AccentedEnding,Mirror,Contrast,0.631579
Variant_H12_FrontLoaded_AccentedEnding,Mirror,Fill,0.764706
Variant_H12_FrontLoaded_AccentedEnding,Complement,Simplify,0.538462
Variant_H12_FrontLoaded_AccentedEnding,Complement,Intensify,0.62963
Variant_H12_FrontLoaded_AccentedEnding,Complement,Contrast,0.5625
Variant_H12_FrontLoaded_AccentedEnding,Complement,Fill,0.655172
Variant_H12_FrontLoaded_AccentedEnding,Simplify,Intensify,0.666667
Variant_H12_FrontLoaded_AccentedEnding,Simplify,Contrast,0.533333
Variant_H12_FrontLoaded_AccentedEnding,Simplify,Fill,0.733333
Variant_H12_FrontLoaded_AccentedEnding,Intensify,Contrast,0.518519
Variant_H12_FrontLoaded_AccentedEnding,Intensify,Fill,0.352941
Variant_H12_FrontLoaded_AccentedEnding,Contrast,Fill,0.551724
Variant_H12_FrontLoaded_Flat,Mirror,Complement,0.647059
Variant_H12_FrontLoaded_Flat,Mirror,Simplify,0.384615
Variant_H12_FrontLoaded_Flat,Mirror,Intensify,0.633333
Variant_H12_FrontLoaded_Flat,Mirror,Contrast,0.555556
Variant_H12_FrontLoaded_Flat,Mirror,Fill,0.727273
Variant_H12_FrontLoaded_Flat,Complement,Simplify,0.5
Variant_H12_FrontLoaded_Flat,Complement,Intensify,0.642857
Variant_H12_FrontLoaded_Flat,Complement,Contrast,0.5625
Variant_H12_FrontLoaded_Flat,Complement,Fill,0.655172
Variant_H12_FrontLoaded_Flat,Simplify,Intensify,0.714286
Variant_H12_FrontLoaded_Flat,Simplify,Contrast,0.5
Variant_H12_FrontLoaded_Flat,Simplify,Fill,0.724138
Variant_H12_FrontLoaded_Flat,Intensify,Contrast,0.535714
Variant_H12_FrontLoaded_Flat,Intensify,Fill,0.323529
Variant_H12_FrontLoaded_Flat,Contrast,Fill,0.551724
Variant_H12_FrontLoaded_Increasing,Mirror,Complement,0.647059
Variant_H12_FrontLoaded_Increasing,Mirror,Simplify,0.230769
Variant_H12_FrontLoaded_Increasing,Mirror,Intensify,0.62069
Variant_H12_FrontLoaded_Increasing,Mirror,Contrast,0.631579
Variant_H12_FrontLoaded_Increasing,Mirror,Fill,0.727273
Variant_H12_FrontLoaded_Increasing,Complement,Simplify,0.571429
Variant_H12_FrontLoaded_Increasing,Complement,Intensify,0.62963
Variant_H12_FrontLoaded_Increasing,Complement,Contrast,0.5625
Variant_H12_FrontLoaded_Increasing,Complement,Fill,0.655172
Variant_H12_FrontLoaded_Increasing,Simplify,Intensify,0.62963
Variant_H12_FrontLoaded_Increasing,Simplify,Contrast,0.5625
Variant_H12_FrontLoaded_Increasing,Simplify,Fill,0.7
Variant_H12_FrontLoaded_Increasing,Intensify,Contrast,0.518519
Variant_H12_FrontLoaded_Increasing,Intensify,Fill,0.30303
Variant_H12_FrontLoaded_Increasing,Contrast,Fill,0.551724
Variant_H16_AnchorLed_AccentedEnding,Mirror,Complement,0.761905
Variant_H16_AnchorLed_AccentedEnding,Mirror,Simplify,0.705882
Variant_H16_AnchorLed_AccentedEnding,Mirror,Intensify,0.423077
Variant_H16_AnchorLed_AccentedEnding,Mirror,Contrast,0.884615
Variant_H16_AnchorLed_AccentedEnding,Mirror,Fill,0.607143
Variant_H16_AnchorLed_AccentedEnding,Complement,Simplify,0.833333
Variant_H16_AnchorLed_AccentedEnding,Complement,Intensify,0.68
Variant_H16_AnchorLed_AccentedEnding,Complement,Contrast,0.6
Variant_H16_AnchorLed_AccentedEnding,Complement,Fill,0.590909
Variant_H16_AnchorLed_AccentedEnding,Simplify,Intensify,0.791667
Variant_H16_AnchorLed_AccentedEnding,Simplify,Contrast,0.866667
Variant_H16_AnchorLed_AccentedEnding,Simplify,Fill,0.826087
